Date,Day of Week,Daily Miles,Personal Miles,Commuter Miles,Work Miles,Unallocated,Running Total,Notes
2024-09-21,Saturday,15.0,0.0,0.0,0.0,15.0,250468.2,
2024-09-23,Monday,55.3,0.0,0.0,0.0,55.3,250523.5,
2024-09-24,Tuesday,90.3,0.0,0.0,0.0,90.3,250613.9,
2024-09-25,Wednesday,134.0,0.0,0.0,0.0,134.0,250747.9,
2024-09-26,Thursday,80.8,0.0,0.0,0.0,80.8,250828.7,
2024-09-27,Friday,140.8,0.0,0.0,0.0,140.8,250969.5,
2024-09-28,Saturday,16.0,0.0,0.0,0.0,16.0,250985.5,
2024-09-30,Monday,66.5,0.0,0.0,0.0,66.5,251052.0,
2024-10-01,Tuesday,103.1,0.0,0.0,0.0,103.1,251155.1,
2024-10-02,Wednesday,114.1,0.0,0.0,0.0,114.1,251269.1,
2024-10-03,Thursday,44.3,0.0,0.0,0.0,44.3,251313.5,
2024-10-04,Friday,58.5,0.0,0.0,0.0,58.5,251372.0,
2024-10-05,Saturday,13.3,0.0,0.0,0.0,13.3,251385.3,
2024-10-07,Monday,1.8,0.0,0.0,0.0,1.8,251387.1,
2024-10-09,Wednesday,8.1,0.0,0.0,0.0,8.1,251395.2,
2024-10-10,Thursday,6.8,0.0,0.0,0.0,6.8,251402.1,
2024-10-11,Friday,8.2,0.0,0.0,0.0,8.2,251410.3,
2024-10-12,Saturday,33.8,0.0,0.0,0.0,33.8,251444.1,
2024-10-14,Monday,72.9,0.0,0.0,0.0,72.9,251517.0,
2024-10-15,Tuesday,70.8,0.0,0.0,0.0,70.8,251587.8,
2024-10-16,Wednesday,127.5,0.0,0.0,0.0,127.5,251715.3,
2024-10-17,Thursday,43.9,0.0,0.0,0.0,43.9,251759.2,
2024-10-18,Friday,39.2,0.0,0.0,0.0,39.2,251798.4,
2024-10-19,Saturday,11.7,0.0,0.0,0.0,11.7,251810.0,
2024-10-21,Monday,95.8,0.0,0.0,0.0,95.8,251905.8,
2024-10-22,Tuesday,85.5,0.0,0.0,0.0,85.5,251991.3,
2024-10-23,Wednesday,118.1,0.0,0.0,0.0,118.1,252109.4,
2024-10-24,Thursday,12457.6,0.0,0.0,0.0,12457.6,264567.0,
2024-10-25,Friday,53.2,0.0,0.0,0.0,53.2,264620.2,
2024-10-26,Saturday,13.3,0.0,0.0,0.0,13.3,264633.5,
2024-10-28,Monday,82.4,0.0,0.0,0.0,82.4,264715.9,
2024-10-29,Tuesday,63.4,0.0,0.0,0.0,63.4,264779.3,
2024-10-30,Wednesday,111.6,0.0,0.0,0.0,111.6,264890.9,
2024-10-31,Thursday,47.9,0.0,0.0,0.0,47.9,264938.8,
2024-11-01,Friday,69.7,0.0,0.0,0.0,69.7,265008.4,
2024-11-02,Saturday,12.0,0.0,0.0,0.0,12.0,265020.4,
2024-11-03,Sunday,88.7,0.0,0.0,0.0,88.7,265109.1,
2024-11-04,Monday,130.8,0.0,0.0,0.0,130.8,265239.9,
2024-11-05,Tuesday,5.5,0.0,0.0,0.0,5.5,265245.5,
2024-11-06,Wednesday,54.7,0.0,0.0,0.0,54.7,265300.2,
2024-11-07,Thursday,94.7,0.0,0.0,0.0,94.7,265394.9,
2024-11-08,Friday,48.5,0.0,0.0,0.0,48.5,265443.5,
2024-11-10,Sunday,4.1,0.0,0.0,0.0,4.1,265447.6,
2024-11-11,Monday,4.5,0.0,0.0,0.0,4.5,265452.1,
2024-11-12,Tuesday,108.7,0.0,0.0,0.0,108.7,265560.8,
2024-11-13,Wednesday,77.8,0.0,0.0,0.0,77.8,265638.6,
2024-11-14,Thursday,56.9,0.0,0.0,0.0,56.9,265695.5,
2024-11-15,Friday,50.4,0.0,0.0,0.0,50.4,265745.9,
2024-11-16,Saturday,30.8,0.0,0.0,0.0,30.8,265776.7,
2024-11-17,Sunday,14.9,0.0,0.0,0.0,14.9,265791.5,
2024-11-19,Tuesday,52.1,0.0,0.0,0.0,52.1,265843.6,
2024-11-20,Wednesday,121.5,0.0,0.0,0.0,121.5,265965.1,
2024-11-21,Thursday,49.9,0.0,0.0,0.0,49.9,266015.0,
2024-11-22,Friday,65.4,0.0,0.0,0.0,65.4,266080.4,
2024-11-24,Sunday,60.9,0.0,0.0,0.0,60.9,266141.3,
2024-11-26,Tuesday,23.8,0.0,0.0,0.0,23.8,266165.1,
2024-11-27,Wednesday,58.1,0.0,0.0,0.0,58.1,266223.2,
2024-11-29,Friday,52.5,0.0,0.0,0.0,52.5,266275.7,
2024-12-01,Sunday,29.1,0.0,0.0,0.0,29.1,266304.8,
2024-12-02,Monday,21.2,0.0,0.0,0.0,21.2,266325.9,
2024-12-03,Tuesday,83.7,0.0,0.0,0.0,83.7,266409.7,
2024-12-05,Thursday,40.0,0.0,0.0,0.0,40.0,266449.6,
2024-12-06,Friday,44.1,0.0,0.0,0.0,44.1,266493.8,
2024-12-09,Monday,364.2,0.0,0.0,0.0,364.2,266858.0,
2024-12-10,Tuesday,127.3,0.0,0.0,0.0,127.3,266985.3,
2024-12-11,Wednesday,12.4,0.0,0.0,0.0,12.4,266997.7,
2024-12-12,Thursday,51.0,0.0,0.0,0.0,51.0,267048.7,
2024-12-13,Friday,52.3,0.0,0.0,0.0,52.3,267101.0,
2024-12-14,Saturday,37.3,0.0,0.0,0.0,37.3,267138.3,
2024-12-15,Sunday,32.2,0.0,0.0,0.0,32.2,267170.6,
2024-12-16,Monday,3.8,0.0,0.0,0.0,3.8,267174.4,
2024-12-17,Tuesday,114.3,0.0,0.0,0.0,114.3,267288.7,
2024-12-18,Wednesday,56.6,0.0,0.0,0.0,56.6,267345.3,
2024-12-19,Thursday,3.2,0.0,0.0,0.0,3.2,267348.5,
2024-12-20,Friday,7.6,0.0,0.0,0.0,7.6,267356.1,
2024-12-23,Monday,52.1,0.0,0.0,0.0,52.1,267408.2,
2024-12-25,Wednesday,0.8,0.0,0.0,0.0,0.8,267409.0,
2024-12-26,Thursday,33.2,0.0,0.0,0.0,33.2,267442.2,
2024-12-27,Friday,41.0,0.0,0.0,0.0,41.0,267483.2,
2024-12-30,Monday,73.8,0.0,0.0,0.0,73.8,267557.0,
2024-12-31,Tuesday,99.9,0.0,0.0,0.0,99.9,267656.8,
2025-01-01,Wednesday,73.5,0.0,0.0,0.0,73.5,267730.3,
2025-01-02,Thursday,50.2,0.0,0.0,0.0,50.2,267780.5,
2025-01-03,Friday,66.2,0.0,0.0,0.0,66.2,267846.7,
2025-01-05,Sunday,5.8,0.0,0.0,0.0,5.8,267852.4,
2025-01-06,Monday,45.2,0.0,0.0,0.0,45.2,267897.6,
2025-01-07,Tuesday,66.3,0.0,0.0,0.0,66.3,267964.0,
2025-01-08,Wednesday,7.2,0.0,0.0,0.0,7.2,267971.1,
2025-01-09,Thursday,52.3,0.0,0.0,0.0,52.3,268023.4,
2025-01-10,Friday,75.5,0.0,0.0,0.0,75.5,268098.9,
2025-01-14,Tuesday,40.2,0.0,0.0,0.0,40.2,268139.1,
2025-01-15,Wednesday,1.4,0.0,0.0,0.0,1.4,268140.5,
2025-01-16,Thursday,55.3,0.0,0.0,0.0,55.3,268195.7,
2025-01-17,Friday,39.6,0.0,0.0,0.0,39.6,268235.4,
2025-01-18,Saturday,13.2,0.0,0.0,0.0,13.2,268248.6,
2025-01-21,Tuesday,60.7,0.0,0.0,0.0,60.7,268309.2,
2025-01-22,Wednesday,24.4,0.0,0.0,0.0,24.4,268333.6,
2025-01-23,Thursday,36.5,0.0,0.0,0.0,36.5,268370.1,
2025-01-24,Friday,50.1,0.0,0.0,0.0,50.1,268420.2,
2025-01-25,Saturday,30.4,0.0,0.0,0.0,30.4,268450.6,
2025-01-28,Tuesday,77.4,0.0,0.0,0.0,77.4,268528.0,
2025-01-29,Wednesday,27.4,0.0,0.0,0.0,27.4,268555.4,
2025-01-30,Thursday,35.3,0.0,0.0,0.0,35.3,268590.7,
2025-01-31,Friday,46.9,0.0,0.0,0.0,46.9,268637.6,
2025-02-01,Saturday,7.6,0.0,0.0,0.0,7.6,268645.2,
2025-02-04,Tuesday,87.5,0.0,0.0,0.0,87.5,268732.6,
2025-02-05,Wednesday,12.6,0.0,0.0,0.0,12.6,268745.2,
2025-02-06,Thursday,42.9,0.0,0.0,0.0,42.9,268788.2,
2025-02-07,Friday,43.1,0.0,0.0,0.0,43.1,268831.2,
2025-02-08,Saturday,0.2,0.0,0.0,0.0,0.2,268831.5,
2025-02-10,Monday,50.4,0.0,0.0,0.0,50.4,268881.9,
2025-02-11,Tuesday,38.3,0.0,0.0,0.0,38.3,268920.2,
2025-02-13,Thursday,65.5,0.0,0.0,0.0,65.5,268985.8,
2025-02-14,Friday,69.5,0.0,0.0,0.0,69.5,269055.2,
2025-02-15,Saturday,25.7,0.0,0.0,0.0,25.7,269080.9,
2025-02-16,Sunday,14.3,0.0,0.0,0.0,14.3,269095.3,
2025-02-18,Tuesday,75.2,0.0,0.0,0.0,75.2,269170.5,
2025-02-19,Wednesday,33.8,0.0,0.0,0.0,33.8,269204.2,
2025-02-20,Thursday,42.8,0.0,0.0,0.0,42.8,269247.0,
2025-02-21,Friday,53.1,0.0,0.0,0.0,53.1,269300.1,
2025-02-24,Monday,2.6,0.0,0.0,0.0,2.6,269302.8,
2025-02-25,Tuesday,73.6,0.0,0.0,0.0,73.6,269376.4,
2025-02-26,Wednesday,43.1,0.0,0.0,0.0,43.1,269419.5,
2025-02-27,Thursday,51.6,0.0,0.0,0.0,51.6,269471.0,
2025-02-28,Friday,58.1,0.0,0.0,0.0,58.1,269529.1,
2025-03-02,Sunday,29.6,0.0,0.0,0.0,29.6,269558.7,
2025-03-03,Monday,23.8,0.0,0.0,0.0,23.8,269582.5,
2025-03-04,Tuesday,50.9,0.0,0.0,0.0,50.9,269633.4,
2025-03-08,Saturday,32.6,0.0,0.0,0.0,32.6,269665.9,
2025-03-10,Monday,5.5,0.0,0.0,0.0,5.5,269671.4,
2025-03-11,Tuesday,52.7,0.0,0.0,0.0,52.7,269724.2,
2025-03-13,Thursday,2179.7,0.0,0.0,0.0,2179.7,271903.9,
2025-03-14,Friday,157.3,0.0,0.0,0.0,157.3,272061.1,
2025-03-15,Saturday,332.5,0.0,0.0,0.0,332.5,272393.6,
2025-03-16,Sunday,100.5,0.0,0.0,0.0,100.5,272494.1,
2025-03-17,Monday,271.2,0.0,0.0,0.0,271.2,272765.3,
2025-03-18,Tuesday,2345.5,0.0,0.0,0.0,2345.5,275110.8,
2025-03-19,Wednesday,12.9,0.0,0.0,0.0,12.9,275123.7,
2025-03-20,Thursday,51.4,0.0,0.0,0.0,51.4,275175.0,
2025-03-21,Friday,70.4,0.0,0.0,0.0,70.4,275245.5,
2025-03-22,Saturday,27.0,0.0,0.0,0.0,27.0,275272.4,
2025-03-23,Sunday,4.6,0.0,0.0,0.0,4.6,275277.0,
2025-03-24,Monday,93.8,0.0,0.0,0.0,93.8,275370.8,
2025-03-25,Tuesday,35.6,0.0,0.0,0.0,35.6,275406.4,
2025-03-26,Wednesday,24.3,0.0,0.0,0.0,24.3,275430.7,
2025-03-27,Thursday,41.6,0.0,0.0,0.0,41.6,275472.3,
2025-03-28,Friday,36.2,0.0,0.0,0.0,36.2,275508.5,
2025-03-29,Saturday,36.5,0.0,0.0,0.0,36.5,275545.0,
2025-03-30,Sunday,13.8,0.0,0.0,0.0,13.8,275558.8,
2025-03-31,Monday,18.2,0.0,0.0,0.0,18.2,275577.0,
2025-04-01,Tuesday,35.4,0.0,0.0,0.0,35.4,275612.4,
2025-04-03,Thursday,48.8,0.0,0.0,0.0,48.8,275661.2,
2025-04-04,Friday,51.2,0.0,0.0,0.0,51.2,275712.4,
2025-04-07,Monday,59.1,0.0,0.0,0.0,59.1,275771.5,
2025-04-08,Tuesday,79.7,0.0,0.0,0.0,79.7,275851.2,
2025-04-09,Wednesday,119.0,0.0,0.0,0.0,119.0,275970.3,
2025-04-10,Thursday,63.6,0.0,0.0,0.0,63.6,276033.9,
2025-04-11,Friday,66.1,0.0,0.0,0.0,66.1,276100.0,
2025-04-12,Saturday,63.0,0.0,0.0,0.0,63.0,276163.0,
2025-04-13,Sunday,84.6,0.0,0.0,0.0,84.6,276247.6,
2025-04-14,Monday,23.8,0.0,0.0,0.0,23.8,276271.4,
2025-04-15,Tuesday,111.0,0.0,0.0,0.0,111.0,276382.4,
2025-04-16,Wednesday,128.4,0.0,0.0,0.0,128.4,276510.8,
2025-04-17,Thursday,61.3,0.0,0.0,0.0,61.3,276572.1,
2025-04-18,Friday,68.7,0.0,0.0,0.0,68.7,276640.8,
2025-04-19,Saturday,13.3,0.0,0.0,0.0,13.3,276654.1,
2025-04-21,Monday,44.4,0.0,0.0,0.0,44.4,276698.5,
2025-04-22,Tuesday,88.9,0.0,0.0,0.0,88.9,276787.4,
2025-04-23,Wednesday,118.6,0.0,0.0,0.0,118.6,276905.9,
2025-04-24,Thursday,108.0,0.0,0.0,0.0,108.0,277014.0,
2025-04-25,Friday,63.6,0.0,0.0,0.0,63.6,277077.6,
2025-04-26,Saturday,64.2,0.0,0.0,0.0,64.2,277141.7,
2025-04-27,Sunday,69.0,0.0,0.0,0.0,69.0,277210.8,
2025-04-28,Monday,31.9,0.0,0.0,0.0,31.9,277242.7,
2025-04-29,Tuesday,72.1,0.0,0.0,0.0,72.1,277314.8,
2025-04-30,Wednesday,116.6,0.0,0.0,0.0,116.6,277431.4,
2025-05-01,Thursday,337.0,0.0,0.0,0.0,337.0,277768.4,
2025-05-02,Friday,68.2,0.0,0.0,0.0,68.2,277836.6,
2025-05-03,Saturday,61.6,0.0,0.0,0.0,61.6,277898.3,
2025-05-04,Sunday,0.3,0.0,0.0,0.0,0.3,277898.6,
2025-05-05,Monday,62.7,0.0,0.0,0.0,62.7,277961.4,
2025-05-06,Tuesday,64.8,0.0,0.0,0.0,64.8,278026.2,
2025-05-07,Wednesday,147.4,0.0,0.0,0.0,147.4,278173.6,
2025-05-08,Thursday,48.4,0.0,0.0,0.0,48.4,278222.0,
2025-05-09,Friday,53.2,0.0,0.0,0.0,53.2,278275.2,
2025-05-10,Saturday,25.8,0.0,0.0,0.0,25.8,278301.0,
2025-05-11,Sunday,1.2,0.0,0.0,0.0,1.2,278302.2,
2025-05-12,Monday,25.6,0.0,0.0,0.0,25.6,278327.7,
2025-05-13,Tuesday,77.4,0.0,0.0,0.0,77.4,278405.1,
2025-05-14,Wednesday,137.1,0.0,0.0,0.0,137.1,278542.2,
2025-05-15,Thursday,75.6,0.0,0.0,0.0,75.6,278617.8,
2025-05-16,Friday,62.6,0.0,0.0,0.0,62.6,278680.4,
2025-05-19,Monday,42.8,0.0,0.0,0.0,42.8,278723.2,
2025-05-20,Tuesday,74.0,0.0,0.0,0.0,74.0,278797.2,
2025-05-21,Wednesday,140.3,0.0,0.0,0.0,140.3,278937.5,
2025-05-22,Thursday,46.2,0.0,0.0,0.0,46.2,278983.7,
2025-05-23,Friday,127.9,0.0,0.0,0.0,127.9,279111.6,
2025-05-24,Saturday,0.2,0.0,0.0,0.0,0.2,279111.8,
2025-05-25,Sunday,75.5,0.0,0.0,0.0,75.5,279187.3,
2025-05-26,Monday,20.7,0.0,0.0,0.0,20.7,279208.0,
2025-05-27,Tuesday,94.3,0.0,0.0,0.0,94.3,279302.3,
2025-05-28,Wednesday,144.3,0.0,0.0,0.0,144.3,279446.6,
2025-05-29,Thursday,56.6,0.0,0.0,0.0,56.6,279503.2,
2025-05-30,Friday,61.9,0.0,0.0,0.0,61.9,279565.1,
2025-05-31,Saturday,109.2,0.0,0.0,0.0,109.2,279674.2,
2025-06-02,Monday,71.1,0.0,0.0,0.0,71.1,279745.3,
2025-06-03,Tuesday,49.0,0.0,0.0,0.0,49.0,279794.3,
2025-06-04,Wednesday,158.4,0.0,0.0,0.0,158.4,279952.7,
2025-06-05,Thursday,61.8,0.0,0.0,0.0,61.8,280014.5,
2025-06-06,Friday,56.8,0.0,0.0,0.0,56.8,280071.3,
2025-06-07,Saturday,65.9,0.0,0.0,0.0,65.9,280137.2,
2025-06-09,Monday,26.4,0.0,0.0,0.0,26.4,280163.6,
2025-06-10,Tuesday,62.9,0.0,0.0,0.0,62.9,280226.5,
2025-06-11,Wednesday,123.6,0.0,0.0,0.0,123.6,280350.1,
2025-06-12,Thursday,51.7,0.0,0.0,0.0,51.7,280401.8,
2025-06-13,Friday,56.4,0.0,0.0,0.0,56.4,280458.2,
2025-06-14,Saturday,16.0,0.0,0.0,0.0,16.0,280474.2,
2025-06-16,Monday,31.2,0.0,0.0,0.0,31.2,280505.4,
2025-06-17,Tuesday,84.0,0.0,0.0,0.0,84.0,280589.4,
2025-06-18,Wednesday,140.1,0.0,0.0,0.0,140.1,280729.5,
2025-06-19,Thursday,76.0,0.0,0.0,0.0,76.0,280805.5,
2025-06-20,Friday,80.3,0.0,0.0,0.0,80.3,280885.7,
2025-06-21,Saturday,14.6,0.0,0.0,0.0,14.6,280900.3,
2025-06-23,Monday,60.9,0.0,0.0,0.0,60.9,280961.2,
2025-06-24,Tuesday,101.9,0.0,0.0,0.0,101.9,281063.1,
2025-06-26,Thursday,146.5,0.0,0.0,0.0,146.5,281209.6,
2025-06-27,Friday,94.1,0.0,0.0,0.0,94.1,281303.8,
2025-06-28,Saturday,51.7,0.0,0.0,0.0,51.7,281355.5,
2025-06-30,Monday,64.6,0.0,0.0,0.0,64.6,281420.1,
2025-07-01,Tuesday,85.4,0.0,0.0,0.0,85.4,281505.6,
2025-07-02,Wednesday,130.9,0.0,0.0,0.0,130.9,281636.5,
2025-07-03,Thursday,101.8,0.0,0.0,0.0,101.8,281738.2,
2025-07-04,Friday,63.6,0.0,0.0,0.0,63.6,281801.9,
2025-07-05,Saturday,13.5,0.0,0.0,0.0,13.5,281815.3,
2025-07-06,Sunday,12429.4,0.0,0.0,0.0,12429.4,294244.7,
2025-07-07,Monday,36.5,0.0,0.0,0.0,36.5,294281.2,
2025-07-08,Tuesday,171.3,0.0,0.0,0.0,171.3,294452.5,
2025-07-09,Wednesday,142.5,0.0,0.0,0.0,142.5,294595.0,
2025-07-10,Thursday,46.6,0.0,0.0,0.0,46.6,294641.6,
2025-07-11,Friday,92.1,0.0,0.0,0.0,92.1,294733.7,
2025-07-14,Monday,29.9,0.0,0.0,0.0,29.9,294763.6,
2025-07-15,Tuesday,102.9,0.0,0.0,0.0,102.9,294866.5,
2025-07-16,Wednesday,161.5,0.0,0.0,0.0,161.5,295028.0,
2025-07-17,Thursday,45.3,0.0,0.0,0.0,45.3,295073.3,
2025-07-18,Friday,63.1,0.0,0.0,0.0,63.1,295136.5,
2025-07-19,Saturday,9.7,0.0,0.0,0.0,9.7,295146.2,
2025-07-20,Sunday,18.5,0.0,0.0,0.0,18.5,295164.7,
2025-07-21,Monday,20.9,0.0,0.0,0.0,20.9,295185.6,
2025-07-22,Tuesday,108.9,0.0,0.0,0.0,108.9,295294.6,
2025-07-23,Wednesday,113.6,0.0,0.0,0.0,113.6,295408.2,
2025-07-24,Thursday,112.4,0.0,0.0,0.0,112.4,295520.5,
2025-07-25,Friday,90.7,0.0,0.0,0.0,90.7,295611.3,
2025-07-26,Saturday,29.2,0.0,0.0,0.0,29.2,295640.4,
2025-07-27,Sunday,28.7,0.0,0.0,0.0,28.7,295669.1,
2025-07-28,Monday,42.4,0.0,0.0,0.0,42.4,295711.5,
2025-07-29,Tuesday,99.0,0.0,0.0,0.0,99.0,295810.5,
2025-07-30,Wednesday,122.3,0.0,0.0,0.0,122.3,295932.8,
2025-07-31,Thursday,53.5,0.0,0.0,0.0,53.5,295986.3,
2025-08-01,Friday,73.2,0.0,0.0,0.0,73.2,296059.5,
2025-08-02,Saturday,13.6,0.0,0.0,0.0,13.6,296073.1,
2025-08-04,Monday,10.4,0.0,0.0,0.0,10.4,296083.5,
2025-08-05,Tuesday,75.5,0.0,0.0,0.0,75.5,296159.0,
2025-08-06,Wednesday,133.9,0.0,0.0,0.0,133.9,296293.0,
2025-08-07,Thursday,36.0,0.0,0.0,0.0,36.0,296329.0,
2025-08-08,Friday,53.5,0.0,0.0,0.0,53.5,296382.5,
2025-08-10,Sunday,6.9,0.0,0.0,0.0,6.9,296389.4,
2025-08-11,Monday,21.5,0.0,0.0,0.0,21.5,296411.0,
2025-08-12,Tuesday,82.7,0.0,0.0,0.0,82.7,296493.7,
2025-08-13,Wednesday,117.9,0.0,0.0,0.0,117.9,296611.6,
2025-08-14,Thursday,35.0,0.0,0.0,0.0,35.0,296646.6,
2025-08-15,Friday,96.0,0.0,0.0,0.0,96.0,296742.6,
2025-08-16,Saturday,17.8,0.0,0.0,0.0,17.8,296760.4,
2025-08-17,Sunday,17.9,0.0,0.0,0.0,17.9,296778.3,
2025-08-18,Monday,27.5,0.0,0.0,0.0,27.5,296805.8,
2025-08-19,Tuesday,129.0,0.0,0.0,0.0,129.0,296934.8,
2025-08-20,Wednesday,156.4,0.0,0.0,0.0,156.4,297091.2,
2025-08-21,Thursday,41.1,0.0,0.0,0.0,41.1,297132.3,
2025-08-22,Friday,65.2,0.0,0.0,0.0,65.2,297197.4,
2025-08-23,Saturday,13.4,0.0,0.0,0.0,13.4,297210.8,
2025-08-24,Sunday,17.7,0.0,0.0,0.0,17.7,297228.5,
2025-08-25,Monday,33.2,0.0,0.0,0.0,33.2,297261.7,
2025-08-26,Tuesday,69.4,0.0,0.0,0.0,69.4,297331.1,
2025-08-27,Wednesday,130.4,0.0,0.0,0.0,130.4,297461.6,
2025-08-28,Thursday,55.5,0.0,0.0,0.0,55.5,297517.0,
2025-08-29,Friday,62.5,0.0,0.0,0.0,62.5,297579.6,
2025-09-01,Monday,47.3,0.0,0.0,0.0,47.3,297626.8,
2025-09-02,Tuesday,26.9,0.0,0.0,0.0,26.9,297653.7,
2025-09-03,Wednesday,105.6,0.0,0.0,0.0,105.6,297759.3,
2025-09-04,Thursday,94.5,0.0,0.0,0.0,94.5,297853.8,
2025-09-05,Friday,60.2,0.0,0.0,0.0,60.2,297913.9,
2025-09-06,Saturday,28.1,0.0,0.0,0.0,28.1,297942.0,
2025-09-08,Monday,25.1,0.0,0.0,0.0,25.1,297967.1,
2025-09-09,Tuesday,57.9,0.0,0.0,0.0,57.9,298025.0,
2025-09-10,Wednesday,123.0,0.0,0.0,0.0,123.0,298148.0,
2025-09-11,Thursday,70.7,0.0,0.0,0.0,70.7,298218.7,
2025-09-12,Friday,384.7,0.0,0.0,0.0,384.7,298603.3,
2025-09-13,Saturday,45.3,0.0,0.0,0.0,45.3,298648.6,
2025-09-14,Sunday,370.0,0.0,0.0,0.0,370.0,299018.7,
2025-09-15,Monday,23.0,0.0,0.0,0.0,23.0,299041.6,
2025-09-16,Tuesday,73.6,0.0,0.0,0.0,73.6,299115.2,
2025-09-17,Wednesday,151.1,0.0,0.0,0.0,151.1,299266.3,
2025-09-18,Thursday,47.6,0.0,0.0,0.0,47.6,299314.0,
2025-09-19,Friday,49.1,0.0,0.0,0.0,49.1,299363.0,
2025-09-20,Saturday,24.0,0.0,0.0,0.0,24.0,299387.0,
2025-09-21,Sunday,2.6,0.0,0.0,0.0,2.6,299389.6,
2025-09-22,Monday,29.1,0.0,0.0,0.0,29.1,299418.7,
2025-09-23,Tuesday,106.7,0.0,0.0,0.0,106.7,299525.4,
2025-09-24,Wednesday,154.8,0.0,0.0,0.0,154.8,299680.2,
2025-09-25,Thursday,73.1,0.0,0.0,0.0,73.1,299753.3,
2025-09-26,Friday,136.2,0.0,0.0,0.0,136.2,299889.5,
2025-09-27,Saturday,54.7,0.0,0.0,0.0,54.7,299944.2,
2025-09-28,Sunday,19.4,0.0,0.0,0.0,19.4,299963.6,
2025-09-29,Monday,40.0,0.0,0.0,0.0,40.0,300003.6,
2025-09-30,Tuesday,101.5,0.0,0.0,0.0,101.5,300105.1,
2025-10-01,Wednesday,159.1,0.0,0.0,0.0,159.1,300264.2,
2025-10-02,Thursday,54.0,0.0,0.0,0.0,54.0,300318.2,
2025-10-03,Friday,67.5,0.0,0.0,0.0,67.5,300385.6,
2025-10-04,Saturday,34.4,0.0,0.0,0.0,34.4,300420.0,
2025-10-06,Monday,95.3,0.0,0.0,0.0,95.3,300515.3,
2025-10-07,Tuesday,84.2,0.0,0.0,0.0,84.2,300599.4,
2025-10-08,Wednesday,118.4,0.0,0.0,0.0,118.4,300717.8,
2025-10-09,Thursday,43.7,0.0,0.0,0.0,43.7,300761.5,
2025-10-10,Friday,79.6,0.0,0.0,0.0,79.6,300841.1,
2025-10-11,Saturday,47.8,0.0,0.0,0.0,47.8,300888.9,
2025-10-12,Sunday,6.1,0.0,0.0,0.0,6.1,300894.9,
2025-10-13,Monday,18.8,0.0,0.0,0.0,18.8,300913.7,
2025-10-14,Tuesday,101.3,0.0,0.0,0.0,101.3,301015.1,
2025-10-15,Wednesday,128.2,0.0,0.0,0.0,128.2,301143.2,
2025-10-16,Thursday,56.2,0.0,0.0,0.0,56.2,301199.4,
2025-10-17,Friday,49.2,0.0,0.0,0.0,49.2,301248.6,
2025-10-20,Monday,39.2,0.0,0.0,0.0,39.2,301287.8,
2025-10-21,Tuesday,79.0,0.0,0.0,0.0,79.0,301366.8,
2025-10-22,Wednesday,113.3,0.0,0.0,0.0,113.3,301480.1,
2025-10-23,Thursday,60.4,0.0,0.0,0.0,60.4,301540.5,
2025-10-24,Friday,65.1,0.0,0.0,0.0,65.1,301605.6,
2025-10-25,Saturday,20.5,0.0,0.0,0.0,20.5,301626.1,
2025-10-27,Monday,28.6,0.0,0.0,0.0,28.6,301654.7,
2025-10-28,Tuesday,98.9,0.0,0.0,0.0,98.9,301753.6,
2025-10-29,Wednesday,151.7,0.0,0.0,0.0,151.7,301905.2,
2025-10-30,Thursday,51.5,0.0,0.0,0.0,51.5,301956.7,
2025-10-31,Friday,65.0,0.0,0.0,0.0,65.0,302021.7,
2025-11-01,Saturday,20.6,0.0,0.0,0.0,20.6,302042.4,
2025-11-03,Monday,6232.0,0.0,0.0,0.0,6232.0,308274.4,
2025-11-04,Tuesday,67.3,0.0,0.0,0.0,67.3,308341.7,
2025-11-05,Wednesday,141.0,0.0,0.0,0.0,141.0,308482.7,
2025-11-06,Thursday,102.7,0.0,0.0,0.0,102.7,308585.4,
2025-11-07,Friday,86.0,0.0,0.0,0.0,86.0,308671.4,
2025-11-08,Saturday,7.1,0.0,0.0,0.0,7.1,308678.5,
2025-11-10,Monday,28.6,0.0,0.0,0.0,28.6,308707.1,
2025-11-11,Tuesday,79.5,0.0,0.0,0.0,79.5,308786.6,
2025-11-12,Wednesday,141.1,0.0,0.0,0.0,141.1,308927.7,
2025-11-13,Thursday,74.7,0.0,0.0,0.0,74.7,309002.4,
2025-11-14,Friday,61.0,0.0,0.0,0.0,61.0,309063.3,
2025-11-15,Saturday,48.4,0.0,0.0,0.0,48.4,309111.8,
2025-11-16,Sunday,17.7,0.0,0.0,0.0,17.7,309129.4,
2025-11-17,Monday,53.1,0.0,0.0,0.0,53.1,309182.5,
2025-11-18,Tuesday,80.2,0.0,0.0,0.0,80.2,309262.7,
2025-11-19,Wednesday,142.9,0.0,0.0,0.0,142.9,309405.7,
2025-11-20,Thursday,46.8,0.0,0.0,0.0,46.8,309452.5,
2025-11-21,Friday,73.9,0.0,0.0,0.0,73.9,309526.4,
2025-11-22,Saturday,13.5,0.0,0.0,0.0,13.5,309539.8,
2025-11-23,Sunday,1.9,0.0,0.0,0.0,1.9,309541.7,
2025-11-24,Monday,24.2,0.0,0.0,0.0,24.2,309565.9,
2025-11-25,Tuesday,75.6,0.0,0.0,0.0,75.6,309641.5,
2025-11-26,Wednesday,14.1,0.0,0.0,0.0,14.1,309655.6,
2025-11-28,Friday,60.4,0.0,0.0,0.0,60.4,309716.0,
