Date,Day of Week,Daily Miles,Personal Miles,Commuter Miles,Work Miles,Unallocated,Running Total,Notes
2023-08-08,Tuesday,53.3,0.0,0.0,0.0,53.3,222800.3,
2023-08-09,Wednesday,115.1,0.0,0.0,0.0,115.1,222915.4,
2023-08-10,Thursday,100.2,0.0,0.0,0.0,100.2,223015.6,
2023-08-11,Friday,396.8,0.0,0.0,0.0,396.8,223412.4,
2023-08-12,Saturday,1.7,0.0,0.0,0.0,1.7,223414.2,
2023-08-13,Sunday,359.9,0.0,0.0,0.0,359.9,223774.0,
2023-08-14,Monday,124.2,0.0,0.0,0.0,124.2,223898.2,
2023-08-15,Tuesday,97.9,0.0,0.0,0.0,97.9,223996.1,
2023-08-16,Wednesday,175.9,0.0,0.0,0.0,175.9,224172.0,
2023-08-17,Thursday,87.1,0.0,0.0,0.0,87.1,224259.1,
2023-08-18,Friday,232.4,0.0,0.0,0.0,232.4,224491.5,
2023-08-19,Saturday,156.5,0.0,0.0,0.0,156.5,224648.0,
2023-08-20,Sunday,23.4,0.0,0.0,0.0,23.4,224671.5,
2023-08-21,Monday,23.4,0.0,0.0,0.0,23.4,224694.8,
2023-08-22,Tuesday,132.7,0.0,0.0,0.0,132.7,224827.5,
2023-08-23,Wednesday,103.3,0.0,0.0,0.0,103.3,224930.8,
2023-08-24,Thursday,102.9,0.0,0.0,0.0,102.9,225033.7,
2023-08-25,Friday,110.0,0.0,0.0,0.0,110.0,225143.7,
2023-08-26,Saturday,46.1,0.0,0.0,0.0,46.1,225189.8,
2023-08-28,Monday,121.6,0.0,0.0,0.0,121.6,225311.5,
2023-08-29,Tuesday,60.8,0.0,0.0,0.0,60.8,225372.2,
2023-08-30,Wednesday,92.6,0.0,0.0,0.0,92.6,225464.8,
2023-08-31,Thursday,43.1,0.0,0.0,0.0,43.1,225507.9,
2023-09-01,Friday,57.4,0.0,0.0,0.0,57.4,225565.3,
2023-09-05,Tuesday,69.1,0.0,0.0,0.0,69.1,225634.4,
2023-09-06,Wednesday,78.7,0.0,0.0,0.0,78.7,225713.1,
2023-09-07,Thursday,77.8,0.0,0.0,0.0,77.8,225790.9,
2023-09-08,Friday,73.8,0.0,0.0,0.0,73.8,225864.8,
2023-09-10,Sunday,8.5,0.0,0.0,0.0,8.5,225873.2,
2023-09-11,Monday,154.3,0.0,0.0,0.0,154.3,226027.6,
2023-09-12,Tuesday,62.4,0.0,0.0,0.0,62.4,226090.0,
2023-09-13,Wednesday,106.5,0.0,0.0,0.0,106.5,226196.5,
2023-09-14,Thursday,60.6,0.0,0.0,0.0,60.6,226257.1,
2023-09-15,Friday,98.6,0.0,0.0,0.0,98.6,226355.7,
2023-09-16,Saturday,53.9,0.0,0.0,0.0,53.9,226409.6,
2023-09-17,Sunday,159.3,0.0,0.0,0.0,159.3,226568.8,
2023-09-18,Monday,146.8,0.0,0.0,0.0,146.8,226715.7,
2023-09-19,Tuesday,62.3,0.0,0.0,0.0,62.3,226778.0,
2023-09-20,Wednesday,142.4,0.0,0.0,0.0,142.4,226920.3,
2023-09-21,Thursday,81.0,0.0,0.0,0.0,81.0,227001.4,
2023-09-22,Friday,409.2,0.0,0.0,0.0,409.2,227410.6,
2023-09-23,Saturday,15.8,0.0,0.0,0.0,15.8,227426.4,
2023-09-24,Sunday,444.2,0.0,0.0,0.0,444.2,227870.6,
2023-09-25,Monday,10.2,0.0,0.0,0.0,10.2,227880.8,
2023-09-26,Tuesday,63.7,0.0,0.0,0.0,63.7,227944.5,
2023-09-27,Wednesday,102.4,0.0,0.0,0.0,102.4,228047.0,
2023-09-28,Thursday,79.1,0.0,0.0,0.0,79.1,228126.0,
2023-09-29,Friday,59.7,0.0,0.0,0.0,59.7,228185.7,
2023-09-30,Saturday,8.6,0.0,0.0,0.0,8.6,228194.3,
2023-10-01,Sunday,64.7,0.0,0.0,0.0,64.7,228259.0,
2023-10-02,Monday,108.1,0.0,0.0,0.0,108.1,228367.1,
2023-10-03,Tuesday,55.4,0.0,0.0,0.0,55.4,228422.5,
2023-10-04,Wednesday,172.0,0.0,0.0,0.0,172.0,228594.5,
2023-10-05,Thursday,247.8,0.0,0.0,0.0,247.8,228842.2,
2023-10-06,Friday,2.9,0.0,0.0,0.0,2.9,228845.1,
2023-10-09,Monday,29.7,0.0,0.0,0.0,29.7,228874.8,
2023-10-11,Wednesday,150.6,0.0,0.0,0.0,150.6,229025.4,
2023-10-12,Thursday,67.9,0.0,0.0,0.0,67.9,229093.4,
2023-10-13,Friday,90.6,0.0,0.0,0.0,90.6,229183.9,
2023-10-14,Saturday,13.0,0.0,0.0,0.0,13.0,229196.9,
2023-10-16,Monday,97.6,0.0,0.0,0.0,97.6,229294.5,
2023-10-17,Tuesday,57.3,0.0,0.0,0.0,57.3,229351.8,
2023-10-18,Wednesday,83.3,0.0,0.0,0.0,83.3,229435.2,
2023-10-19,Thursday,59.8,0.0,0.0,0.0,59.8,229495.0,
2023-10-20,Friday,56.7,0.0,0.0,0.0,56.7,229551.7,
2023-10-21,Saturday,13.5,0.0,0.0,0.0,13.5,229565.2,
2023-10-23,Monday,102.6,0.0,0.0,0.0,102.6,229667.8,
2023-10-24,Tuesday,54.6,0.0,0.0,0.0,54.6,229722.4,
2023-10-25,Wednesday,164.2,0.0,0.0,0.0,164.2,229886.6,
2023-10-26,Thursday,59.9,0.0,0.0,0.0,59.9,229946.5,
2023-10-27,Friday,82.1,0.0,0.0,0.0,82.1,230028.6,
2023-10-28,Saturday,57.7,0.0,0.0,0.0,57.7,230086.2,
2023-10-29,Sunday,1.7,0.0,0.0,0.0,1.7,230087.9,
2023-10-30,Monday,119.4,0.0,0.0,0.0,119.4,230207.3,
2023-10-31,Tuesday,0.9,0.0,0.0,0.0,0.9,230208.2,
2023-11-01,Wednesday,108.1,0.0,0.0,0.0,108.1,230316.3,
2023-11-02,Thursday,75.7,0.0,0.0,0.0,75.7,230392.0,
2023-11-03,Friday,70.1,0.0,0.0,0.0,70.1,230462.1,
2023-11-05,Sunday,1.4,0.0,0.0,0.0,1.4,230463.5,
2023-11-06,Monday,54.2,0.0,0.0,0.0,54.2,230517.7,
2023-11-07,Tuesday,41.9,0.0,0.0,0.0,41.9,230559.6,
2023-11-08,Wednesday,115.3,0.0,0.0,0.0,115.3,230674.9,
2023-11-09,Thursday,52.6,0.0,0.0,0.0,52.6,230727.5,
2023-11-10,Friday,130.1,0.0,0.0,0.0,130.1,230857.6,
2023-11-11,Saturday,3.0,0.0,0.0,0.0,3.0,230860.6,
2023-11-13,Monday,149.0,0.0,0.0,0.0,149.0,231009.6,
2023-11-14,Tuesday,147.1,0.0,0.0,0.0,147.1,231156.8,
2023-11-15,Wednesday,137.9,0.0,0.0,0.0,137.9,231294.7,
2023-11-16,Thursday,53.9,0.0,0.0,0.0,53.9,231348.6,
2023-11-17,Friday,67.0,0.0,0.0,0.0,67.0,231415.5,
2023-11-18,Saturday,38.4,0.0,0.0,0.0,38.4,231454.0,
2023-11-20,Monday,112.9,0.0,0.0,0.0,112.9,231566.9,
2023-11-21,Tuesday,85.8,0.0,0.0,0.0,85.8,231652.7,
2023-11-22,Wednesday,113.9,0.0,0.0,0.0,113.9,231766.6,
2023-11-23,Thursday,2.6,0.0,0.0,0.0,2.6,231769.2,
2023-11-24,Friday,103.1,0.0,0.0,0.0,103.1,231872.4,
2023-11-25,Saturday,15.8,0.0,0.0,0.0,15.8,231888.2,
2023-11-26,Sunday,1.0,0.0,0.0,0.0,1.0,231889.2,
2023-11-27,Monday,113.1,0.0,0.0,0.0,113.1,232002.2,
2023-11-28,Tuesday,66.7,0.0,0.0,0.0,66.7,232068.9,
2023-11-29,Wednesday,72.4,0.0,0.0,0.0,72.4,232141.4,
2023-11-30,Thursday,71.9,0.0,0.0,0.0,71.9,232213.3,
2023-12-01,Friday,65.8,0.0,0.0,0.0,65.8,232279.1,
2023-12-04,Monday,57.7,0.0,0.0,0.0,57.7,232336.8,
2023-12-05,Tuesday,7.3,0.0,0.0,0.0,7.3,232344.1,
2023-12-06,Wednesday,105.1,0.0,0.0,0.0,105.1,232449.2,
2023-12-07,Thursday,137.5,0.0,0.0,0.0,137.5,232586.7,
2023-12-08,Friday,65.0,0.0,0.0,0.0,65.0,232651.6,
2023-12-09,Saturday,53.6,0.0,0.0,0.0,53.6,232705.2,
2023-12-12,Tuesday,100.2,0.0,0.0,0.0,100.2,232805.4,
2023-12-13,Wednesday,142.4,0.0,0.0,0.0,142.4,232947.8,
2023-12-14,Thursday,128.1,0.0,0.0,0.0,128.1,233076.0,
2023-12-15,Friday,90.4,0.0,0.0,0.0,90.4,233166.3,
2023-12-16,Saturday,20.2,0.0,0.0,0.0,20.2,233186.5,
2023-12-18,Monday,106.1,0.0,0.0,0.0,106.1,233292.6,
2023-12-19,Tuesday,147.0,0.0,0.0,0.0,147.0,233439.6,
2023-12-20,Wednesday,168.1,0.0,0.0,0.0,168.1,233607.7,
2023-12-21,Thursday,64.9,0.0,0.0,0.0,64.9,233672.6,
2023-12-22,Friday,65.8,0.0,0.0,0.0,65.8,233738.4,
2023-12-25,Monday,1.9,0.0,0.0,0.0,1.9,233740.4,
2023-12-26,Tuesday,60.3,0.0,0.0,0.0,60.3,233800.7,
2023-12-27,Wednesday,85.9,0.0,0.0,0.0,85.9,233886.6,
2023-12-28,Thursday,131.0,0.0,0.0,0.0,131.0,234017.6,
2023-12-29,Friday,59.8,0.0,0.0,0.0,59.8,234077.4,
2023-12-30,Saturday,79.6,0.0,0.0,0.0,79.6,234157.0,
2024-01-01,Monday,82.1,0.0,0.0,0.0,82.1,234239.0,
2024-01-02,Tuesday,101.9,0.0,0.0,0.0,101.9,234340.9,
2024-01-03,Wednesday,143.7,0.0,0.0,0.0,143.7,234484.6,
2024-01-04,Thursday,71.5,0.0,0.0,0.0,71.5,234556.1,
2024-01-05,Friday,79.4,0.0,0.0,0.0,79.4,234635.5,
2024-01-06,Saturday,25.0,0.0,0.0,0.0,25.0,234660.5,
2024-01-08,Monday,80.3,0.0,0.0,0.0,80.3,234740.8,
2024-01-09,Tuesday,128.3,0.0,0.0,0.0,128.3,234869.1,
2024-01-10,Wednesday,166.0,0.0,0.0,0.0,166.0,235035.1,
2024-01-11,Thursday,60.4,0.0,0.0,0.0,60.4,235095.5,
2024-01-12,Friday,77.8,0.0,0.0,0.0,77.8,235173.4,
2024-01-13,Saturday,14.8,0.0,0.0,0.0,14.8,235188.2,
2024-01-14,Sunday,0.7,0.0,0.0,0.0,0.7,235188.9,
2024-01-16,Tuesday,85.7,0.0,0.0,0.0,85.7,235274.6,
2024-01-17,Wednesday,87.6,0.0,0.0,0.0,87.6,235362.2,
2024-01-18,Thursday,129.5,0.0,0.0,0.0,129.5,235491.7,
2024-01-19,Friday,80.0,0.0,0.0,0.0,80.0,235571.6,
2024-01-20,Saturday,55.7,0.0,0.0,0.0,55.7,235627.4,
2024-01-21,Sunday,0.9,0.0,0.0,0.0,0.9,235628.3,
2024-01-22,Monday,71.2,0.0,0.0,0.0,71.2,235699.5,
2024-01-23,Tuesday,98.1,0.0,0.0,0.0,98.1,235797.6,
2024-01-24,Wednesday,122.0,0.0,0.0,0.0,122.0,235919.7,
2024-01-25,Thursday,141.8,0.0,0.0,0.0,141.8,236061.5,
2024-01-26,Friday,51.3,0.0,0.0,0.0,51.3,236112.8,
2024-01-27,Saturday,58.2,0.0,0.0,0.0,58.2,236170.9,
2024-01-28,Sunday,0.7,0.0,0.0,0.0,0.7,236171.7,
2024-01-29,Monday,93.6,0.0,0.0,0.0,93.6,236265.3,
2024-01-30,Tuesday,93.3,0.0,0.0,0.0,93.3,236358.5,
2024-01-31,Wednesday,126.0,0.0,0.0,0.0,126.0,236484.6,
2024-02-01,Thursday,51.6,0.0,0.0,0.0,51.6,236536.1,
2024-02-02,Friday,71.3,0.0,0.0,0.0,71.3,236607.4,
2024-02-03,Saturday,26.9,0.0,0.0,0.0,26.9,236634.4,
2024-02-05,Monday,78.7,0.0,0.0,0.0,78.7,236713.1,
2024-02-06,Tuesday,93.1,0.0,0.0,0.0,93.1,236806.2,
2024-02-07,Wednesday,118.9,0.0,0.0,0.0,118.9,236925.1,
2024-02-08,Thursday,56.3,0.0,0.0,0.0,56.3,236981.4,
2024-02-09,Friday,47.0,0.0,0.0,0.0,47.0,237028.3,
2024-02-10,Saturday,11.7,0.0,0.0,0.0,11.7,237040.0,
2024-02-12,Monday,58.5,0.0,0.0,0.0,58.5,237098.5,
2024-02-13,Tuesday,47.0,0.0,0.0,0.0,47.0,237145.5,
2024-02-14,Wednesday,33.9,0.0,0.0,0.0,33.9,237179.4,
2024-02-15,Thursday,33.6,0.0,0.0,0.0,33.6,237213.0,
2024-02-17,Saturday,1.0,0.0,0.0,0.0,1.0,237214.0,
2024-02-19,Monday,37.2,0.0,0.0,0.0,37.2,237251.2,
2024-02-20,Tuesday,49.8,0.0,0.0,0.0,49.8,237301.0,
2024-02-21,Wednesday,90.0,0.0,0.0,0.0,90.0,237391.1,
2024-02-22,Thursday,24.6,0.0,0.0,0.0,24.6,237415.7,
2024-02-23,Friday,30.1,0.0,0.0,0.0,30.1,237445.8,
2024-02-24,Saturday,6.4,0.0,0.0,0.0,6.4,237452.2,
2024-02-25,Sunday,0.5,0.0,0.0,0.0,0.5,237452.7,
2024-02-26,Monday,33.3,0.0,0.0,0.0,33.3,237486.0,
2024-02-27,Tuesday,54.8,0.0,0.0,0.0,54.8,237540.7,
2024-02-29,Thursday,79.7,0.0,0.0,0.0,79.7,237620.4,
2024-03-01,Friday,31.4,0.0,0.0,0.0,31.4,237651.8,
2024-03-02,Saturday,15.4,0.0,0.0,0.0,15.4,237667.3,
2024-03-03,Sunday,0.9,0.0,0.0,0.0,0.9,237668.2,
2024-03-04,Monday,30.3,0.0,0.0,0.0,30.3,237698.5,
2024-03-05,Tuesday,30.4,0.0,0.0,0.0,30.4,237729.0,
2024-03-06,Wednesday,164.7,0.0,0.0,0.0,164.7,237893.7,
2024-03-07,Thursday,106.5,0.0,0.0,0.0,106.5,238000.3,
2024-03-08,Friday,39.5,0.0,0.0,0.0,39.5,238039.8,
2024-03-09,Saturday,54.4,0.0,0.0,0.0,54.4,238094.2,
2024-03-10,Sunday,93.5,0.0,0.0,0.0,93.5,238187.7,
2024-03-11,Monday,50.2,0.0,0.0,0.0,50.2,238237.9,
2024-03-12,Tuesday,107.6,0.0,0.0,0.0,107.6,238345.5,
2024-03-13,Wednesday,135.2,0.0,0.0,0.0,135.2,238480.7,
2024-03-14,Thursday,50.7,0.0,0.0,0.0,50.7,238531.4,
2024-03-15,Friday,62.1,0.0,0.0,0.0,62.1,238593.6,
2024-03-16,Saturday,26.5,0.0,0.0,0.0,26.5,238620.0,
2024-03-17,Sunday,111.5,0.0,0.0,0.0,111.5,238731.6,
2024-03-18,Monday,78.2,0.0,0.0,0.0,78.2,238809.8,
2024-03-19,Tuesday,53.5,0.0,0.0,0.0,53.5,238863.3,
2024-03-20,Wednesday,120.7,0.0,0.0,0.0,120.7,238984.0,
2024-03-21,Thursday,52.7,0.0,0.0,0.0,52.7,239036.7,
2024-03-22,Friday,10.9,0.0,0.0,0.0,10.9,239047.5,
2024-03-27,Wednesday,0.9,0.0,0.0,0.0,0.9,239048.5,
2024-03-29,Friday,5.6,0.0,0.0,0.0,5.6,239054.1,
2024-03-30,Saturday,23.9,0.0,0.0,0.0,23.9,239078.0,
2024-04-01,Monday,56.3,0.0,0.0,0.0,56.3,239134.3,
2024-04-02,Tuesday,70.4,0.0,0.0,0.0,70.4,239204.7,
2024-04-03,Wednesday,86.9,0.0,0.0,0.0,86.9,239291.7,
2024-04-04,Thursday,61.5,0.0,0.0,0.0,61.5,239353.2,
2024-04-05,Friday,0.3,0.0,0.0,0.0,0.3,239353.5,
2024-04-06,Saturday,56.5,0.0,0.0,0.0,56.5,239410.0,
2024-04-07,Sunday,7.8,0.0,0.0,0.0,7.8,239417.8,
2024-04-08,Monday,70.0,0.0,0.0,0.0,70.0,239487.8,
2024-04-09,Tuesday,100.1,0.0,0.0,0.0,100.1,239587.9,
2024-04-10,Wednesday,130.5,0.0,0.0,0.0,130.5,239718.4,
2024-04-11,Thursday,64.0,0.0,0.0,0.0,64.0,239782.4,
2024-04-12,Friday,62.3,0.0,0.0,0.0,62.3,239844.7,
2024-04-13,Saturday,7.8,0.0,0.0,0.0,7.8,239852.6,
2024-04-15,Monday,52.4,0.0,0.0,0.0,52.4,239905.0,
2024-04-16,Tuesday,81.6,0.0,0.0,0.0,81.6,239986.5,
2024-04-17,Wednesday,176.5,0.0,0.0,0.0,176.5,240163.0,
2024-04-18,Thursday,81.7,0.0,0.0,0.0,81.7,240244.7,
2024-04-19,Friday,83.4,0.0,0.0,0.0,83.4,240328.0,
2024-04-20,Saturday,18.3,0.0,0.0,0.0,18.3,240346.4,
2024-04-21,Sunday,7.8,0.0,0.0,0.0,7.8,240354.2,
2024-04-22,Monday,59.2,0.0,0.0,0.0,59.2,240413.4,
2024-04-23,Tuesday,103.4,0.0,0.0,0.0,103.4,240516.8,
2024-04-24,Wednesday,146.1,0.0,0.0,0.0,146.1,240662.9,
2024-04-25,Thursday,58.2,0.0,0.0,0.0,58.2,240721.1,
2024-04-26,Friday,54.6,0.0,0.0,0.0,54.6,240775.7,
2024-04-27,Saturday,24.4,0.0,0.0,0.0,24.4,240800.1,
2024-04-28,Sunday,1.0,0.0,0.0,0.0,1.0,240801.1,
2024-04-29,Monday,70.5,0.0,0.0,0.0,70.5,240871.6,
2024-04-30,Tuesday,98.5,0.0,0.0,0.0,98.5,240970.1,
2024-05-01,Wednesday,113.6,0.0,0.0,0.0,113.6,241083.7,
2024-05-02,Thursday,66.1,0.0,0.0,0.0,66.1,241149.8,
2024-05-03,Friday,63.8,0.0,0.0,0.0,63.8,241213.7,
2024-05-04,Saturday,1.1,0.0,0.0,0.0,1.1,241214.7,
2024-05-05,Sunday,7.7,0.0,0.0,0.0,7.7,241222.4,
2024-05-06,Monday,43.1,0.0,0.0,0.0,43.1,241265.5,
2024-05-07,Tuesday,116.8,0.0,0.0,0.0,116.8,241382.3,
2024-05-08,Wednesday,160.0,0.0,0.0,0.0,160.0,241542.3,
2024-05-09,Thursday,65.8,0.0,0.0,0.0,65.8,241608.1,
2024-05-10,Friday,73.5,0.0,0.0,0.0,73.5,241681.7,
2024-05-13,Monday,74.0,0.0,0.0,0.0,74.0,241755.6,
2024-05-14,Tuesday,141.9,0.0,0.0,0.0,141.9,241897.6,
2024-05-15,Wednesday,133.2,0.0,0.0,0.0,133.2,242030.8,
2024-05-16,Thursday,21.2,0.0,0.0,0.0,21.2,242051.9,
2024-05-17,Friday,77.8,0.0,0.0,0.0,77.8,242129.7,
2024-05-18,Saturday,33.6,0.0,0.0,0.0,33.6,242163.4,
2024-05-19,Sunday,8.5,0.0,0.0,0.0,8.5,242171.8,
2024-05-20,Monday,62.0,0.0,0.0,0.0,62.0,242233.8,
2024-05-21,Tuesday,109.5,0.0,0.0,0.0,109.5,242343.3,
2024-05-22,Wednesday,126.4,0.0,0.0,0.0,126.4,242469.7,
2024-05-23,Thursday,62.7,0.0,0.0,0.0,62.7,242532.3,
2024-05-24,Friday,74.4,0.0,0.0,0.0,74.4,242606.8,
2024-05-25,Saturday,15.6,0.0,0.0,0.0,15.6,242622.4,
2024-05-26,Sunday,5.2,0.0,0.0,0.0,5.2,242627.6,
2024-05-27,Monday,0.6,0.0,0.0,0.0,0.6,242628.2,
2024-05-28,Tuesday,72.8,0.0,0.0,0.0,72.8,242701.0,
2024-05-29,Wednesday,166.7,0.0,0.0,0.0,166.7,242867.7,
2024-05-30,Thursday,50.2,0.0,0.0,0.0,50.2,242917.9,
2024-05-31,Friday,58.3,0.0,0.0,0.0,58.3,242976.2,
2024-06-01,Saturday,4.2,0.0,0.0,0.0,4.2,242980.4,
2024-06-02,Sunday,1.8,0.0,0.0,0.0,1.8,242982.2,
2024-06-03,Monday,57.7,0.0,0.0,0.0,57.7,243039.9,
2024-06-04,Tuesday,77.0,0.0,0.0,0.0,77.0,243116.9,
2024-06-05,Wednesday,102.8,0.0,0.0,0.0,102.8,243219.7,
2024-06-06,Thursday,50.2,0.0,0.0,0.0,50.2,243269.9,
2024-06-07,Friday,69.8,0.0,0.0,0.0,69.8,243339.7,
2024-06-08,Saturday,21.9,0.0,0.0,0.0,21.9,243361.6,
2024-06-09,Sunday,0.6,0.0,0.0,0.0,0.6,243362.2,
2024-06-10,Monday,85.7,0.0,0.0,0.0,85.7,243447.8,
2024-06-11,Tuesday,52.6,0.0,0.0,0.0,52.6,243500.4,
2024-06-12,Wednesday,131.0,0.0,0.0,0.0,131.0,243631.4,
2024-06-13,Thursday,51.3,0.0,0.0,0.0,51.3,243682.7,
2024-06-14,Friday,59.7,0.0,0.0,0.0,59.7,243742.4,
2024-06-15,Saturday,48.0,0.0,0.0,0.0,48.0,243790.4,
2024-06-17,Monday,69.9,0.0,0.0,0.0,69.9,243860.3,
2024-06-18,Tuesday,70.8,0.0,0.0,0.0,70.8,243931.2,
2024-06-19,Wednesday,135.4,0.0,0.0,0.0,135.4,244066.6,
2024-06-20,Thursday,46.3,0.0,0.0,0.0,46.3,244112.9,
2024-06-21,Friday,63.1,0.0,0.0,0.0,63.1,244176.0,
2024-06-22,Saturday,15.4,0.0,0.0,0.0,15.4,244191.5,
2024-06-24,Monday,70.0,0.0,0.0,0.0,70.0,244261.5,
2024-06-25,Tuesday,7.6,0.0,0.0,0.0,7.6,244269.1,
2024-06-26,Wednesday,2.4,0.0,0.0,0.0,2.4,244271.5,
2024-06-27,Thursday,76.1,0.0,0.0,0.0,76.1,244347.6,
2024-06-28,Friday,69.4,0.0,0.0,0.0,69.4,244417.0,
2024-06-29,Saturday,59.2,0.0,0.0,0.0,59.2,244476.2,
2024-06-30,Sunday,28.5,0.0,0.0,0.0,28.5,244504.7,
2024-07-01,Monday,84.7,0.0,0.0,0.0,84.7,244589.4,
2024-07-02,Tuesday,98.8,0.0,0.0,0.0,98.8,244688.2,
2024-07-03,Wednesday,149.9,0.0,0.0,0.0,149.9,244838.1,
2024-07-05,Friday,145.5,0.0,0.0,0.0,145.5,244983.6,
2024-07-06,Saturday,13.4,0.0,0.0,0.0,13.4,244997.0,
2024-07-08,Monday,69.5,0.0,0.0,0.0,69.5,245066.5,
2024-07-09,Tuesday,59.5,0.0,0.0,0.0,59.5,245126.0,
2024-07-10,Wednesday,106.2,0.0,0.0,0.0,106.2,245232.2,
2024-07-11,Thursday,67.6,0.0,0.0,0.0,67.6,245299.8,
2024-07-12,Friday,49.2,0.0,0.0,0.0,49.2,245349.0,
2024-07-13,Saturday,8.9,0.0,0.0,0.0,8.9,245357.9,
2024-07-14,Sunday,8.0,0.0,0.0,0.0,8.0,245365.9,
2024-07-15,Monday,162.9,0.0,0.0,0.0,162.9,245528.8,
2024-07-16,Tuesday,114.1,0.0,0.0,0.0,114.1,245642.9,
2024-07-17,Wednesday,98.5,0.0,0.0,0.0,98.5,245741.4,
2024-07-18,Thursday,78.5,0.0,0.0,0.0,78.5,245819.9,
2024-07-19,Friday,49.3,0.0,0.0,0.0,49.3,245869.3,
2024-07-20,Saturday,46.4,0.0,0.0,0.0,46.4,245915.7,
2024-07-21,Sunday,0.9,0.0,0.0,0.0,0.9,245916.7,
2024-07-22,Monday,72.8,0.0,0.0,0.0,72.8,245989.5,
2024-07-23,Tuesday,76.0,0.0,0.0,0.0,76.0,246065.5,
2024-07-24,Wednesday,129.0,0.0,0.0,0.0,129.0,246194.5,
2024-07-25,Thursday,44.1,0.0,0.0,0.0,44.1,246238.6,
2024-07-26,Friday,73.7,0.0,0.0,0.0,73.7,246312.4,
2024-07-27,Saturday,27.1,0.0,0.0,0.0,27.1,246339.5,
2024-07-28,Sunday,1.1,0.0,0.0,0.0,1.1,246340.6,
2024-07-29,Monday,58.0,0.0,0.0,0.0,58.0,246398.6,
2024-07-30,Tuesday,72.5,0.0,0.0,0.0,72.5,246471.1,
2024-07-31,Wednesday,123.2,0.0,0.0,0.0,123.2,246594.3,
2024-08-01,Thursday,52.5,0.0,0.0,0.0,52.5,246646.8,
2024-08-02,Friday,47.4,0.0,0.0,0.0,47.4,246694.2,
2024-08-03,Saturday,14.6,0.0,0.0,0.0,14.6,246708.8,
2024-08-06,Tuesday,74.3,0.0,0.0,0.0,74.3,246783.1,
2024-08-07,Wednesday,94.5,0.0,0.0,0.0,94.5,246877.5,
2024-08-08,Thursday,104.8,0.0,0.0,0.0,104.8,246982.3,
2024-08-09,Friday,60.8,0.0,0.0,0.0,60.8,247043.2,
2024-08-10,Saturday,78.3,0.0,0.0,0.0,78.3,247121.4,
2024-08-11,Sunday,0.6,0.0,0.0,0.0,0.6,247122.0,
2024-08-12,Monday,51.8,0.0,0.0,0.0,51.8,247173.8,
2024-08-13,Tuesday,80.9,0.0,0.0,0.0,80.9,247254.7,
2024-08-14,Wednesday,116.6,0.0,0.0,0.0,116.6,247371.3,
2024-08-15,Thursday,51.6,0.0,0.0,0.0,51.6,247422.9,
2024-08-16,Friday,48.9,0.0,0.0,0.0,48.9,247471.8,
2024-08-17,Saturday,51.9,0.0,0.0,0.0,51.9,247523.7,
2024-08-18,Sunday,3.6,0.0,0.0,0.0,3.6,247527.3,
2024-08-19,Monday,74.8,0.0,0.0,0.0,74.8,247602.1,
2024-08-20,Tuesday,78.8,0.0,0.0,0.0,78.8,247680.9,
2024-08-21,Wednesday,128.1,0.0,0.0,0.0,128.1,247809.0,
2024-08-22,Thursday,52.2,0.0,0.0,0.0,52.2,247861.2,
2024-08-23,Friday,58.0,0.0,0.0,0.0,58.0,247919.1,
2024-08-24,Saturday,7.3,0.0,0.0,0.0,7.3,247926.5,
2024-08-26,Monday,67.0,0.0,0.0,0.0,67.0,247993.4,
2024-08-27,Tuesday,85.2,0.0,0.0,0.0,85.2,248078.6,
2024-08-28,Wednesday,136.6,0.0,0.0,0.0,136.6,248215.3,
2024-08-29,Thursday,48.5,0.0,0.0,0.0,48.5,248263.7,
2024-08-30,Friday,46.3,0.0,0.0,0.0,46.3,248310.0,
2024-08-31,Saturday,12.2,0.0,0.0,0.0,12.2,248322.2,
2024-09-01,Sunday,157.0,0.0,0.0,0.0,157.0,248479.2,
2024-09-02,Monday,2.6,0.0,0.0,0.0,2.6,248481.9,
2024-09-03,Tuesday,108.8,0.0,0.0,0.0,108.8,248590.6,
2024-09-04,Wednesday,131.9,0.0,0.0,0.0,131.9,248722.6,
2024-09-05,Thursday,43.4,0.0,0.0,0.0,43.4,248766.0,
2024-09-06,Friday,387.3,0.0,0.0,0.0,387.3,249153.3,
2024-09-07,Saturday,93.0,0.0,0.0,0.0,93.0,249246.2,
2024-09-08,Sunday,18.8,0.0,0.0,0.0,18.8,249265.0,
2024-09-09,Monday,341.3,0.0,0.0,0.0,341.3,249606.3,
2024-09-10,Tuesday,105.1,0.0,0.0,0.0,105.1,249711.4,
2024-09-11,Wednesday,164.2,0.0,0.0,0.0,164.2,249875.6,
2024-09-12,Thursday,62.5,0.0,0.0,0.0,62.5,249938.1,
2024-09-13,Friday,57.4,0.0,0.0,0.0,57.4,249995.5,
2024-09-14,Saturday,10.7,0.0,0.0,0.0,10.7,250006.2,
2024-09-15,Sunday,12.1,0.0,0.0,0.0,12.1,250018.3,
2024-09-16,Monday,68.4,0.0,0.0,0.0,68.4,250086.7,
2024-09-17,Tuesday,93.2,0.0,0.0,0.0,93.2,250179.9,
2024-09-18,Wednesday,154.4,0.0,0.0,0.0,154.4,250334.4,
2024-09-19,Thursday,59.4,0.0,0.0,0.0,59.4,250393.7,
2024-09-20,Friday,59.5,0.0,0.0,0.0,59.5,250453.2,
